no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,773.277
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,714.667
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,445.667
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,680.647
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,463.24
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,295.527
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,645.377
Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.887
Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,809.807
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,576.247
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,775.853
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,516.767
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,428.263
Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,279.037
Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,706.247
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,493.44
Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,616.133
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,665.283
Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,266.527
Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,821.52
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,263.073
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,276.103
Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,291.643
Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,651.287
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.81
Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,299.813
Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,310.58
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,268.883
Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,573.653
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,428.157
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.96
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,428.027
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703
Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,279.217
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,610.957
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,505.857
Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.863
Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,286.44
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,407.763
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,576.247
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,588.67
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,494.267
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,279.247
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,562.187
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,378.283
Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,580.373
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,462.473
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,368.987
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,817.99
Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.887
Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,433.267
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,295.58
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,369.81
Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,511.407
Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,310.263
Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.827
Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,775.663
Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,493.277
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,277.813
Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,442.81
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,310.287
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,432.77
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,733.217
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,521.51
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.82
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.073
Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,382.98
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,430.697
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,278.197
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,455.493
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,683.42
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,604.917
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,279.777
Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.243
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,573.4
Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,380.277
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,262.643
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,419.397
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,456.617
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,275.923
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,407.687
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,744.26
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,556.513
Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,251.86
Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,259.84
Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,271.403
Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,304.997
Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,494.34
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,609.2
Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,511.507
Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,476.223
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,428.413
